1	-0.25	0	-0.25	0	0	1	0	-0.25	-0.25	1	-0.25	-0.25	1	0	1	-0.25	-0.25	0	-0.25	1	1	1	1	1	1	1	1	1	1	0.5	2	3.5	4.5	7.25	0.75	6	5.5	0	1.5
0	-0.25	-0.25	1	1	-0.25	-0.25	0	0	0	1	0	-0.25	-0.25	1	0	-0.25	-0.25	-0.25	1	-0.25	-0.25	1	1	-0.25	1	-0.25	1	-0.25	1	0.5	0.5	0.5	0.75	0.5	3	3	3	0	3.25
-0.25	1	1	-0.25	1	-0.25	1	-0.25	-0.25	-0.25	1	-0.25	1	-0.25	-0.25	1	1	-0.25	-0.25	-0.25	1	-0.25	-0.25	-0.25	-0.25	1	-0.25	-0.25	-0.25	-0.25	1	0	0	0.25	1.25	0.25	2	2.1	0	1.5
-0.25	1	0	-0.25	1	-0.25	-0.25	0	0	-0.25	1	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	1	-0.25	-0.25	1	1	1.5	0	0	0.75	0.25	2	2.1	0	1.5
-0.25	-0.25	0	1	0	0	-0.25	0	0	0	1	0	0	0	-0.25	0	-0.25	0	0	-0.25	0	-0.25	-0.25	0	0	1	1	1	-0.25	0	0	2	0	0.5	2.5	3	3	3	0	3.25
-0.25	-0.25	0	0	1	-0.25	-0.25	0	-0.25	0	1	0	1	1	1	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	1	0	1	-0.25	1	1	1	-0.25	0.5	1.25	0	1	1.25	0.25	2	2.1	0	1.5
-0.25	-0.25	-0.25	-0.25	1	-0.25	-0.25	-0.25	-0.25	-0.25	1	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	1	-0.25	-0.25	-0.25	-0.25	1	1	-0.25	-0.25	1	1	-0.25	1	0	0	0.25	1	3	3	3	0	3.25
-0.25	-0.25	1	-0.25	1	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	1	1	-0.25	-0.25	1	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	1	1	-0.25	1	-0.25	-0.25	0.5	1	0	0.5	0	5.25	6	0	0	1.25
-0.25	-0.25	0	1	1	-0.25	-0.25	1	-0.25	-0.25	-0.25	-0.25	0	-0.25	1	-0.25	-0.25	1	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	1	-0.25	1	-0.25	-0.25	0.5	1.5	0	2.25	0.5	1.75	4	1.5	1.5	1.5
-0.25	-0.25	-0.25	1	-0.25	-0.25	1	-0.25	-0.25	1	1	-0.25	1	-0.25	1	-0.25	1	-0.25	-0.25	-0.25	1	-0.25	1	-0.25	-0.25	1	-0.25	-0.25	-0.25	-0.25	0	0	0	2.75	1	5.25	6	0	0	1.25
-0.25	-0.25	-0.25	1	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	1	-0.25	1	-0.25	1	-0.25	-0.25	-0.25	-0.25	-0.25	1	-0.25	1	-0.25	1	1	-0.25	1	-0.25	-0.25	1	1.25	0	1	0.5	5.25	6	0	0	1.25
-0.25	-0.25	-0.25	1	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	1	-0.25	1	-0.25	1	-0.25	1	-0.25	1	1	-0.25	1	-0.25	-0.25	1	1	-0.25	0.5	0	0.25	2.25	2	1.75	4	1.5	1.5	1.5
-0.25	-0.25	0	1	0	-0.25	0	0	0	0	0	0	-0.25	-0.25	-0.25	0	-0.25	0	0	1	1	-0.25	1	0	-0.25	-0.25	-0.25	-0.25	1	-0.25	0	1	0	2	0	1.75	4	1.5	1.5	1.5
1	-0.25	1	1	1	1	1	-0.25	-0.25	-0.25	1	1	-0.25	1	1	1	1	1	-0.25	1	1	1	1	1	1	1	1	1	1	1	2.75	5	2	5	8.25	11.25	5	7.75	3.5	4.75
-0.25	-0.25	1	1	1	1	1	0	-0.25	0	1	1	1	-0.25	1	1	-0.25	1	1	1	1	1	-0.25	-0.25	1	1	1	1	1	-0.25	4.5	4.5	4	3.5	7.75	11.25	5	7.75	3.5	4.75
1	-0.25	1	1	1	1	1	1	-0.25	-0.25	1	1	-0.25	0	1	1	-0.25	1	0	1	1	1	1	1	1	1	1	1	-0.25	1	2.75	3	4	5.5	9	11.75	6	8.25	4	2.25
1	1	1	1	1	1	-0.25	-0.25	0	0	1	0	0	0	1	1	1	1	-0.25	1	1	1	1	1	1	1	1	1	1	1	4	4	3.75	5	9.5	11.25	5	7.75	3.5	4.75
1	-0.25	1	-0.25	1	1	1	1	-0.25	-0.25	1	1	-0.25	1	1	1	-0.25	1	-0.25	1	1	-0.25	1	1	1	1	1	1	1	-0.25	4.5	4.5	4	4.75	9	11.75	6	8.25	4	2.25
1	-0.25	1	-0.25	1	1	1	-0.25	-0.25	-0.25	1	1	1	1	1	1	-0.25	1	-0.25	1	1	1	1	1	1	1	1	1	-0.25	-0.25	2	2	4	4.5	5.5	11.75	6	8.25	4	2.25
1	0	1	1	1	-0.25	-0.25	-0.25	-0.25	-0.25	1	1	0	-0.25	1	1	1	1	1	-0.25	1	1	1	0	1	1	-0.25	1	-0.25	1	0.5	1.5	1.75	3.25	8.5	10.25	5	8.5	1	2.75
1	0	1	1	0	1	-0.25	-0.25	1	-0.25	1	1	0	-0.25	0	1	1	1	0	-0.25	1	-0.25	1	0	-0.25	1	1	1	1	1	2.25	2	2.5	0.75	7	10.25	5	8.5	1	2.75
1	0	0	1	1	1	-0.25	-0.25	1	-0.25	1	1	-0.25	-0.25	-0.25	1	1	-0.25	0	0	-0.25	1	1	-0.25	-0.25	1	-0.25	1	-0.25	1	0.5	2.5	2.75	5.5	5.5	10.25	6	5.75	2.75	3.75
1	0	-0.25	-0.25	1	1	-0.25	0	-0.25	0	1	-0.25	0	0	0	1	1	1	-0.25	1	1	-0.25	1	-0.25	-0.25	1	-0.25	1	-0.25	1	0.5	3	4	2.25	7.5	10.25	5	8.5	1	2.75
1	-0.25	1	1	-0.25	-0.25	0	1	1	-0.25	1	-0.25	0	-0.25	-0.25	-0.25	-0.25	1	-0.25	-0.25	1	1	1	0	1	-0.25	1	1	1	-0.25	0	3.5	1.5	1.75	4	10.25	6	5.75	2.75	3.75
1	0	0	-0.25	0	0	-0.25	0	1	-0.25	1	-0.25	0	0	0	1	-0.25	1	-0.25	0	-0.25	1	1	0	1	-0.25	1	-0.25	-0.25	1	0	2	1	3.5	5	10.25	6	5.75	2.75	3.75
1	1	1	1	1	1	1	-0.25	1	-0.25	1	1	-0.25	1	1	1	1	1	-0.25	1	1	1	1	1	1	1	1	-0.25	1	1	5	6	4	5.5	9	12.75	7	8.5	4	4.25
1	-0.25	1	1	1	1	1	1	1	1	1	1	-0.25	1	1	1	1	1	-0.25	1	1	1	1	1	1	1	1	1	1	1	4.75	3.5	4	4.5	6.75	14	5	8.5	4	5
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	6	4	5.5	9	14	5	8.5	4	5
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.25	1	1	1	1	1	1	1	1	-0.25	1	1	5	5	4	5.5	9.5	12.75	7	8.5	4	4.25
1	-0.25	1	1	1	1	1	1	1	1	1	1	-0.25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5.5	4	5.5	9	12.75	7	8.5	4	4.25
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5.25	4	3.5	8.75	14	5	8.5	4	5
-0.25	1	1	-0.25	-0.25	1	-0.25	-0.25	-0.25	1	-0.25	-0.25	-0.25	-0.25	1	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	1	1	-0.25	1	-0.25	-0.25	-0.25	1	0	1.5	0	3.25	6.25	7.5	5.5	8.5	4	3.75
1	-0.25	1	1	1	1	1	-0.25	0	0	1	-0.25	0	0	1	1	-0.25	1	-0.25	-0.25	1	1	1	1	0	1	-0.25	1	1	0	4	2	2.75	4.75	5	7.5	5.5	8.5	4	3.75
0	1	1	-0.25	1	1	0	0	0	0	1	-0.25	0	-0.25	1	1	-0.25	-0.25	0	-0.25	1	1	1	1	1	1	1	1	1	-0.25	2	5.5	0.5	4	5.5	7.5	5.5	8.5	4	3.75
1	1	1	-0.25	-0.25	1	1	-0.25	-0.25	-0.25	1	-0.25	0	0	1	1	-0.25	1	1	-0.25	0	1	1	1	-0.25	1	-0.25	1	1	0	1.5	2.5	0.5	4	4.25	7.5	3.5	3	0	1.25
1	1	-0.25	-0.25	-0.25	1	-0.25	-0.25	-0.25	-0.25	1	-0.25	-0.25	1	1	1	-0.25	-0.25	-0.25	-0.25	1	1	1	-0.25	1	1	-0.25	1	1	1	0.5	2.75	0	2.25	4.75	7.5	3.5	3	0	1.25
1	1	0	-0.25	0	1	1	0	0	0	1	0	0	-0.25	1	0	0	-0.25	0	-0.25	1	-0.25	1	-0.25	1	0	0	1	-0.25	0	1.5	1.75	0.5	4	4.75	7.5	3.5	3	0	1.25
1	1	-0.25	1	1	1	1	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	1	-0.25	1	0	1	1	-0.25	1	1	-0.25	1	1	1	-0.25	-0.25	2.5	4.25	1.25	4.75	5.5	14	6	7.5	3	4
1	-0.25	1	1	0	1	1	0	-0.25	0	-0.25	-0.25	-0.25	1	1	1	-0.25	1	0	0	1	1	1	1	0	1	1	1	1	0	3	1.75	4	3.75	7.25	12.75	6.5	5	1.5	2
1	-0.25	1	1	-0.25	-0.25	1	-0.25	-0.25	-0.25	1	1	-0.25	-0.25	-0.25	-0.25	-0.25	1	-0.25	1	-0.25	-0.25	1	1	1	1	1	1	-0.25	-0.25	0.5	1.5	0	2.5	1.5	12.75	6.5	5	1.5	2
1	-0.25	-0.25	-0.25	1	1	-0.25	-0.25	-0.25	1	0	-0.25	-0.25	0	-0.25	1	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	1	1	-0.25	1	1	-0.25	-0.25	-0.25	0.5	1.75	0	2.75	1.5	14	6	7.5	3	4
-0.25	-0.25	0	1	0	0	-0.25	0	-0.25	-0.25	0	0	-0.25	0	1	0	-0.25	1	-0.25	-0.25	1	1	1	0	-0.25	1	1	1	-0.25	0	1.5	1.75	0.75	4	3.5	12.75	6.5	5	1.5	2
-0.25	0	0	1	0	1	-0.25	0	-0.25	0	1	-0.25	1	1	-0.25	1	1	1	-0.25	1	1	1	1	-0.25	1	1	1	1	1	1	0.5	3.5	1.5	3.5	7.5	14	6	7.5	3	4
1	1	1	1	1	1	1	-0.25	-0.25	-0.25	1	1	1	-0.25	1	1	-0.25	1	-0.25	1	-0.25	1	1	-0.25	1	1	1	1	-0.25	-0.25	2	4	2.5	5	8.5	11.75	4.5	6.5	3.5	3.25
1	-0.25	1	1	1	1	1	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	1	1	1	1	-0.25	-0.25	-0.25	1	1	1	1	1	-0.25	1	1	1	5	3.75	1.5	4.25	9	11.75	4.5	6.5	3.5	3.25
1	1	1	-0.25	1	1	1	1	-0.25	-0.25	-0.25	-0.25	1	1	1	1	-0.25	-0.25	-0.25	-0.25	1	-0.25	1	-0.25	1	1	1	-0.25	1	1	4	4	2.75	3.25	8.75	10.8	7	8.5	4.5	4.5
1	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	1	-0.25	-0.25	1	1	1	1	1	-0.25	-0.25	-0.25	-0.25	-0.25	1	1	1	1	1	1	-0.25	0.5	0.75	0	2	9	10.8	7	8.5	4.5	4.5
1	1	1	1	1	1	-0.25	1	-0.25	-0.25	1	-0.25	1	-0.25	1	1	-0.25	1	-0.25	-0.25	1	-0.25	1	1	1	1	1	1	1	-0.25	2	3.25	4	4	9	11.75	4.5	6.5	3.5	3.25
1	1	-0.25	1	1	1	1	-0.25	0	-0.25	1	-0.25	-0.25	-0.25	1	-0.25	-0.25	1	-0.25	-0.25	1	-0.25	1	-0.25	1	1	-0.25	1	1	-0.25	2	3.75	1	3.5	2.25	10.8	7	8.5	4.5	4.5
-0.25	-0.25	1	1	-0.25	1	1	0	0	0	-0.25	-0.25	-0.25	1	1	1	1	-0.25	-0.25	-0.25	1	1	1	-0.25	1	1	1	1	1	-0.25	2.5	3.5	0.5	3.5	7.5	9.25	6.5	8.5	4.5	5
1	-0.25	1	1	0	1	0	-0.25	1	0	1	1	1	1	1	-0.25	1	1	-0.25	-0.25	1	1	1	1	1	0	1	1	-0.25	1	2	5.5	4	3.75	9	14	7	7.75	4.25	5.75
1	-0.25	1	1	1	1	1	1	1	1	1	-0.25	-0.25	1	1	1	1	1	-0.25	-0.25	1	1	1	-0.25	1	1	1	1	-0.25	-0.25	3.5	5.5	1	5	7	14	7	7.75	4.25	5.75
1	1	1	-0.25	-0.25	1	1	0	-0.25	-0.25	1	-0.25	1	1	1	1	-0.25	1	-0.25	1	1	-0.25	1	-0.25	1	1	1	1	1	0	3.5	2.75	1	5.5	7	9.25	6.5	8.5	4.5	5
1	1	0	1	1	1	1	0	0	0	1	-0.25	1	1	1	1	1	1	1	1	1	1	1	-0.25	0	1	1	1	-0.25	0	3	4	1	5	6	9.25	6.5	8.5	4.5	5
1	-0.25	1	1	1	1	-0.25	-0.25	-0.25	0	1	0	-0.25	1	1	1	-0.25	-0.25	-0.25	1	1	1	1	1	1	1	1	1	1	0	1	3.5	0.5	4	7	14	7	7.75	4.25	5.75
1	1	1	-0.25	1	1	1	1	1	-0.25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.25	4.75	5.5	3.75	5.5	9.5	14	6.5	8.5	4.5	4.5
-0.25	1	1	-0.25	1	1	-0.25	1	1	1	-0.25	1	1	1	1	1	1	1	-0.25	1	1	1	1	-0.25	1	1	1	1	1	-0.25	4.75	5.5	4	4.5	8.5	14	6.5	8.5	4	5.75
1	-0.25	1	-0.25	1	1	1	1	-0.25	0	1	-0.25	-0.25	-0.25	1	1	1	1	-0.25	1	1	1	-0.25	1	1	-0.25	1	1	1	1	2.25	5.5	3.5	5	8.75	14	6.5	8.5	4	5.75
1	1	1	1	1	1	1	1	-0.25	-0.25	1	-0.25	-0.25	-0.25	1	1	-0.25	1	-0.25	1	1	1	1	-0.25	1	1	-0.25	1	1	-0.25	3.5	5.5	3.5	4.75	9.5	14	6.5	8.5	4	5.75
-0.25	0	1	1	1	1	1	1	-0.25	-0.25	1	-0.25	1	1	1	1	1	1	-0.25	1	1	1	1	-0.25	1	1	1	1	1	-0.25	3	6	4	4	9	14	6.5	8.5	4.5	4.5
1	-0.25	1	1	1	1	1	1	-0.25	0	-0.25	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.25	3.5	4.5	4	5.5	6.25	14	6.5	8.5	4.5	4.5
1	1	-0.25	1	1	1	-0.25	1	-0.25	0	1	-0.25	1	1	1	1	-0.25	1	-0.25	1	1	1	1	-0.25	1	1	1	-0.25	-0.25	-0.25	2.5	2	1.25	4.5	7.5	7.25	5	8.5	2.5	5.25
1	1	1	-0.25	1	0	1	0	-0.25	-0.25	1	-0.25	1	1	1	1	1	1	-0.25	1	1	1	1	1	1	1	1	1	1	-0.25	1.5	3.75	1	4.75	9	9.5	3	7	2.5	4.25
1	1	1	1	-0.25	1	1	0	0	-0.25	1	-0.25	-0.25	1	1	1	-0.25	1	1	1	1	1	1	1	1	1	-0.25	1	1	-0.25	1.5	5.5	3.5	5	9.5	7.25	5	8.5	2.5	5.25
1	1	-0.25	1	1	1	1	-0.25	-0.25	1	1	-0.25	-0.25	-0.25	1	1	-0.25	-0.25	-0.25	1	1	1	1	1	-0.25	1	-0.25	1	1	-0.25	4	5	3	4.5	7	9.5	3	7	2.5	4.25
-0.25	0	1	-0.25	1	1	-0.25	0	0	-0.25	1	-0.25	1	1	1	0	-0.25	-0.25	-0.25	1	1	1	1	1	1	1	1	1	1	-0.25	2	4.5	2	2.5	9	7.25	5	8.5	2.5	5.25
-0.25	1	1	1	-0.25	1	-0.25	-0.25	-0.25	-0.25	1	-0.25	1	-0.25	1	1	-0.25	1	-0.25	1	1	1	1	1	1	1	1	-0.25	1	-0.25	3.5	5	2.5	4.5	9.5	9.5	3	7	2.5	4.25
1	-0.25	1	1	1	1	1	-0.25	1	-0.25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	4	5	9.5	12.75	7	6.75	4.5	4
1	-0.25	1	1	1	-0.25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.25	1	1	4.5	5	4	5	8	12.75	7	6.75	4.5	4
1	-0.25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.25	1	1	1	5	6	4	5	8	12.75	7	6.75	4.5	4
1	-0.25	1	1	1	1	1	1	1	1	1	1	-0.25	-0.25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4.5	4	4.75	9.5	9.75	6.5	7	3	4.25
1	-0.25	1	1	1	1	1	1	1	1	1	1	1	-0.25	1	1	1	1	-0.25	1	1	1	1	1	-0.25	1	1	1	1	1	4.5	4	3.75	4.75	8	9.75	6.5	7	3	4.25
-0.25	-0.25	1	1	1	1	1	1	-0.25	1	1	1	-0.25	1	1	1	1	-0.25	1	1	1	1	1	1	1	1	1	1	1	1	5	5	3	5	9.5	9.75	6.5	7	3	4.25
1	1	1	1	1	1	1	-0.25	1	-0.25	1	1	1	-0.25	1	1	1	1	1	1	1	1	1	-0.25	1	1	1	1	1	1	5	5	4	5	9	12.5	6.5	8.5	4.5	4
1	0	-0.25	1	1	1	1	1	0	1	1	1	1	1	1	1	-0.25	1	1	1	1	1	1	-0.25	1	1	1	1	1	1	4.75	2.5	4	4.5	6.5	12.5	6.5	8.5	4.5	4
-0.25	-0.25	1	1	1	1	1	-0.25	0	1	1	1	-0.25	-0.25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3.75	4	5	9	12.5	6.5	8.5	4.5	4
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5.5	4	5.5	8.75	14	6	8.5	4.5	3.75
1	1	1	1	1	-0.25	1	1	1	1	1	1	-0.25	1	1	1	1	1	-0.25	1	1	1	1	1	1	1	1	1	1	1	5	5.5	2	5.25	9.25	14	6	8.5	4.5	3.75
1	1	1	1	1	1	1	1	1	1	1	1	-0.25	1	1	1	-0.25	1	1	1	1	1	1	1	1	1	1	1	1	1	5	6	4	5	8.5	14	6	8.5	4.5	3.75
-0.25	1	1	1	1	1	-0.25	1	-0.25	0	1	1	1	1	1	1	-0.25	1	-0.25	1	1	1	1	0	1	1	1	1	-0.25	1	3	5	3.75	4.5	9.5	11.75	5.5	8.25	3	0.5
-0.25	-0.25	1	1	1	-0.25	-0.25	1	0	-0.25	1	-0.25	1	-0.25	1	1	-0.25	1	-0.25	1	1	1	1	0	1	1	1	1	-0.25	1	3.25	4.5	2.25	4	8.25	11.5	5.5	6.75	4.5	5.75
1	0	0	0	0	1	-0.25	0	-0.25	0	1	-0.25	1	1	1	1	-0.25	-0.25	-0.25	1	1	1	1	1	1	1	1	1	1	1	1.75	3.5	4	3.5	4	11.75	5.5	8.25	3	0.5
1	-0.25	1	1	1	1	-0.25	-0.25	-0.25	-0.25	1	-0.25	-0.25	1	-0.25	1	-0.25	1	-0.25	1	1	1	1	1	1	1	1	1	-0.25	1	1	2.75	2.25	2.25	8	11.75	5.5	8.25	3	0.5
1	1	1	1	1	-0.25	1	1	-0.25	-0.25	1	1	0	1	1	1	-0.25	1	-0.25	1	1	-0.25	1	-0.25	1	1	1	1	1	1	3	3	3.5	5.25	6.5	11.5	5.5	6.75	4.5	5.75
-0.25	0	0	0	-0.25	1	-0.25	0	-0.25	-0.25	1	1	0	-0.25	1	1	1	1	1	1	0	1	1	0	1	1	-0.25	1	-0.25	1	1	3	0.5	4.75	5.5	11.5	5.5	6.75	4.5	5.75
1	0	-0.25	-0.25	1	1	-0.25	0	0	-0.25	1	0	0	1	-0.25	-0.25	-0.25	-0.25	-0.25	1	1	1	1	0	0	1	-0.25	1	-0.25	-0.25	1	1.25	0.5	3.5	4.5	14	6	4.5	1	1.25
1	0	0	1	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	1	1	0	-0.25	0	1	-0.25	1	0	0	1	1	1	0	0	1	0	1	-0.25	-0.25	2	1	0.5	1.75	5.75	14	6	4.5	1	1.25
1	0	1	1	0	1	1	1	0	-0.25	1	0	-0.25	1	0	1	-0.25	0	0	-0.25	1	1	1	0	0	1	1	1	0	-0.25	3	3.5	1.25	4	7.25	14	6	4.5	1	1.25
1	0	-0.25	1	-0.25	1	-0.25	1	-0.25	1	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	1	0	-0.25	1	1	1	0	-0.25	1	-0.25	1	-0.25	-0.25	1	0.5	0	1.25	2.25	3	7	2	1.5	1.75
0	0	-0.25	1	1	-0.25	-0.25	-0.25	-0.25	1	1	1	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	1	-0.25	1	1	-0.25	1	-0.25	1	1	-0.25	1	-0.25	0	0.5	0	1	4.5	3	7	2	1.5	1.75
1	-0.25	0	-0.25	-0.25	-0.25	1	1	0	0	1	-0.25	0	0	0	0	-0.25	-0.25	0	-0.25	1	-0.25	0	1	-0.25	1	0	1	-0.25	1	0.5	2.5	0	1.25	1	3	7	2	1.5	1.75
-0.25	-0.25	-0.25	-0.25	1	1	1	-0.25	-0.25	0	1	-0.25	0	0	1	-0.25	1	1	1	-0.25	-0.25	-0.25	1	1	1	1	-0.25	1	1	-0.25	0	3.5	0	5.5	7	7	6.5	8.5	2.5	5
-0.25	1	1	-0.25	1	1	1	-0.25	-0.25	-0.25	1	-0.25	-0.25	1	1	1	1	1	-0.25	1	1	1	1	-0.25	-0.25	1	1	1	1	-0.25	3	3.5	2.5	3.25	7.5	7	6.5	8.5	2.5	5
1	1	0	-0.25	-0.25	-0.25	0	0	-0.25	0	-0.25	-0.25	-0.25	1	1	1	0	1	-0.25	-0.25	1	1	1	1	1	1	1	1	1	0	2.25	3.25	0	5	5	7	6.5	8.5	2.5	5
1	1	-0.25	-0.25	1	1	1	0	0	1	-0.25	-0.25	-0.25	0	1	1	-0.25	-0.25	0	-0.25	1	-0.25	1	1	1	1	1	1	1	0	0.75	3	1.25	2.25	8.25	11.5	6.5	3.5	3.5	5.25
1	1	0	0	0	1	0	0	-0.25	0	-0.25	0	-0.25	0	1	1	-0.25	1	0	-0.25	1	1	1	0	0	1	1	1	1	0	0.5	0	0.75	5	6	11.5	6.5	3.5	3.5	5.25
-0.25	1	0	1	-0.25	-0.25	0	-0.25	-0.25	-0.25	1	0	0	-0.25	1	-0.25	-0.25	1	0	-0.25	1	-0.25	1	-0.25	0	1	-0.25	1	-0.25	-0.25	0	3	0	3.75	1.25	11.5	6.5	3.5	3.5	5.25
1	-0.25	1	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	1	0	-0.25	1	-0.25	1	1	-0.25	1	-0.25	1	-0.25	1	0	1	1	-0.25	1	-0.25	-0.25	0.5	2	0.5	1.5	3	6	7	7	4.5	1.5
1	-0.25	0	1	-0.25	1	-0.25	0	1	-0.25	1	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	1	1	1	0	-0.25	1	1	1	1	1	1	1.25	0	2	2.75	6	7	7	4.5	1.5
-0.25	-0.25	1	1	1	-0.25	-0.25	-0.25	-0.25	-0.25	1	-0.25	0	-0.25	0	-0.25	-0.25	1	-0.25	-0.25	1	1	1	-0.25	-0.25	1	1	1	-0.25	1	0.5	3.75	0.25	4.5	7	12	5.5	8.5	1.5	2.75
